"text.content","text.beginOffset","text_id"
"Wrong.",-1,373
"That is absolutely proved over and over again.",-1,374
"Wrong.",-1,375
"Wrong.",-1,375
"He actually advocated for the actions we took in Libya and urged that Gadhafi be taken out, after actually doing some business with him one time.",-1,376
"But the larger point — and he says this constantly — is George W. Bush made the agreement about when American troops would leave Iraq, not Barack Obama.",-1,377
"And the only way that American troops could have stayed in Iraq is to get an agreement from the then-Iraqi government that would have protected our troops, and the Iraqi government would not give that.",-1,378
"But let's talk about the question you asked, Lester.",-1,379
"The question you asked is, what do we do here in the United States?",-1,379
"That's the most important part of this.",-1,379
"How do we prevent attacks?",-1,379
"How do we protect our people?",-1,379
"And I think we've got to have an intelligence surge, where we are looking for every scrap of information.",-1,380
"I was so proud of law enforcement in New York, in Minnesota, in New Jersey.",-1,380
"You know, they responded so quickly, so professionally to the attacks that occurred by Rahami.",-1,380
"And they brought him down.",-1,380
"And we may find out more information because he is still alive, which may prove to be an intelligence benefit.",-1,380
"So we've got to do everything we can to vacuum up intelligence from Europe, from the Middle East.",-1,381
"That means we've got to work more closely with our allies, and that's something that Donald has been very dismissive of.",-1,381
"We're working with NATO, the longest military alliance in the history of the world, to really turn our attention to terrorism.",-1,382
"We're working with our friends in the Middle East, many of which, as you know, are Muslim majority nations.",-1,382
"Donald has consistently insulted Muslims abroad, Muslims at home, when we need to be cooperating with Muslim nations and with the American Muslim community.",-1,382
"They're on the front lines.",-1,383
"They can provide information to us that we might not get anywhere else.",-1,383
"They need to have close working cooperation with law enforcement in these communities, not be alienated and pushed away as some of Donald's rhetoric, unfortunately, has led to.",-1,383
"Mr. Trump...",-1,384
"Well, I have to respond.",-1,385
"Please respond.",-1,386
"The secretary said very strongly about working with — we've been working with them for many years, and we have the greatest mess anyone's ever seen.",-1,387
"You look at the Middle East, it's a total mess.",-1,387
"Under your direction, to a large extent.",-1,387
"But you look at the Middle East, you started the Iran deal, that's another beauty where you have a country that was ready to fall, I mean, they were doing so badly.",-1,388
"They were choking on the sanctions.",-1,388
"And now they're going to be actually probably a major power at some point pretty soon, the way they're going.",-1,388
"But when you look at NATO, I was asked on a major show, what do you think of NATO?",-1,389
"And you have to understand, I'm a businessperson.",-1,389
"I did really well.",-1,389
"But I have common sense.",-1,389
"And I said, well, I'll tell you.",-1,389
"I haven't given lots of thought to NATO.",-1,389
"But two things.",-1,389
"Number one, the 28 countries of NATO, many of them aren't paying their fair share.",-1,390
"Number two — and that bothers me, because we should be asking — we're defending them, and they should at least be paying us what they're supposed to be paying by treaty and contract.",-1,390
"And, number two, I said, and very strongly, NATO could be obsolete, because—",-1,391
"And I was very strong on this, and it was actually covered very accurately in the New York Times, which is unusual for the New York Times, to be honest",-1,392
"But I said, they do not focus on terror.",-1,393
"And I was very strong.",-1,393
"And I said it numerous times.",-1,393
"And about four months ago, I read on the front page of the Wall Street Journal that NATO is opening up a major terror division.",-1,394
"And I think that's great.",-1,394
"And I think we should get — because we pay approximately 73 percent of the cost of NATO.",-1,394
"It's a lot of money to protect other people.",-1,394
"But I'm all for NATO.",-1,394
"But I said they have to focus on terror, also.",-1,394
"And they're going to do that.",-1,395
"And that was — believe me — I'm sure I'm not going to get credit for it — but that was largely because of what I was saying and my criticism of NATO.",-1,395
"I think we have to get NATO to go into the Middle East with us, in addition to surrounding nations, and we have to knock the hell out of ISIS, and we have to do it fast, when ISIS formed in this vacuum created by Barack Obama and Secretary Clinton.",-1,396
"And believe me, you were the ones that took out the troops.",-1,396
"Not only that, you named the day.",-1,396
"They couldn't believe it.",-1,396
"They sat back probably and said, I can't believe it.",-1,396
"They said...",-1,396
"Lester, we've covered...",-1,397
"No, wait a minute.",-1,398
"We've covered this ground.",-1,399
"When they formed, when they formed, this is something that never should have happened.",-1,400
"It should have never happened.",-1,400
"Now, you're talking about taking out ISIS.",-1,400
"But you were there, and you were secretary of state when it was a little infant.",-1,400
"Now it's in over 30 countries.",-1,400
"And you're going to stop them?",-1,400
"I don't think so.",-1,400
"Mr. Trump, a lot of these are judgment questions.",-1,401
"You had supported the war in Iraq before the invasion.",-1,401
"What makes your...",-1,401
"I did not support the war in Iraq.",-1,402
"In 2002...",-1,403
"That is a mainstream media nonsense put out by her, because she — frankly, I think the best person in her campaign is mainstream media.",-1,404
"My question is, since you supported it...",-1,405
"Just — would you like to hear...",-1,406
"... why is your — why is your judgment...",-1,407
"Wait a minute.",-1,408
"I was against the war in Iraq.",-1,408
"Just so you put it out.",-1,408
"The record shows otherwise, but why — why was...",-1,409
"The record does not show that.",-1,410
"Why was — is your judgment any...",-1,411
"The record shows that I'm right.",-1,412
"When I did an interview with Howard Stern, very lightly, first time anyone's asked me that, I said, very lightly, I don't know, maybe, who knows?",-1,412
"Essentially.",-1,412
"I then did an interview with Neil Cavuto.",-1,412
"We talked about the economy is more important.",-1,412
"I then spoke to Sean Hannity, which everybody refuses to call Sean Hannity.",-1,412
"I had numerous conversations with Sean Hannity at Fox.",-1,412
"And Sean Hannity said — and he called me the other day — and I spoke to him about it — he said you were totally against the war, because he was for the war.",-1,412
"Why is your judgment better than...",-1,413
"And when he — excuse me.",-1,414
"And that was before the war started.",-1,414
"Sean Hannity said very strongly to me and other people — he's willing to say it, but nobody wants to call him.",-1,414
"I was against the war.",-1,414
"He said, you used to have fights with me, because Sean was in favor of the war.",-1,414
"And I understand that side, also, not very much, because we should have never been there.",-1,415
"But nobody called Sean Hannity.",-1,415
"And then they did an article in a major magazine, shortly after the war started.",-1,415
"I think in '04.",-1,415
"But they did an article which had me totally against the war in Iraq.",-1,415
"And one of your compatriots said, you know, whether it was before or right after, Trump was definitely — because if you read this article, there's no doubt.",-1,416
"But if somebody — and I'll ask the press — if somebody would call up Sean Hannity, this was before the war started.",-1,416
"He and I used to have arguments about the war.",-1,416
"I said, it's a terrible and a stupid thing.",-1,416
"It's going to destabilize the Middle East.",-1,416
"And that's exactly what it's done.",-1,416
"It's been a disaster.",-1,416
"My reference was to what you had said in 2002, and my question was...",-1,417
"No, no.",-1,418
"You didn't hear what I said.",-1,418
"Why is your judgment — why is your judgment any different than Mrs. Clinton's judgment?",-1,419
"Well, I have much better judgment than she does.",-1,420
"There's no question about that.",-1,420
"I also have a much better temperament than she has, you know?",-1,420
"I have a much better — she spent — let me tell you — she spent hundreds of millions of dollars on an advertising — you know, they get Madison Avenue into a room, they put names — oh, temperament, let's go after — I think my strongest asset, maybe by far, is my temperament.",-1,421
"I have a winning temperament.",-1,421
"I know how to win.",-1,421
"She does not have a...",-1,421
"Secretary Clinton?",-1,422
"Wait.",-1,423
"The AFL-CIO the other day, behind the blue screen, I don't know who you were talking to, Secretary Clinton, but you were totally out of control.",-1,423
"I said, there's a person with a temperament that's got a problem.",-1,423
"Secretary Clinton?",-1,424
"Whew, OK.",-1,425
"Let's talk about two important issues that were briefly mentioned by Donald, first, NATO.",-1,426
"You know, NATO as a military alliance has something called Article 5, and basically it says this: An attack on one is an attack on all.",-1,426
"And you know the only time it's ever been invoked?",-1,426
"After 9/11, when the 28 nations of NATO said that they would go to Afghanistan with us to fight terrorism, something that they still are doing by our side.",-1,426
"With respect to Iran, when I became secretary of state, Iran was weeks away from having enough nuclear material to form a bomb.",-1,427
"They had mastered the nuclear fuel cycle under the Bush administration.",-1,427
"They had built covert facilities.",-1,427
"They had stocked them with centrifuges that were whirling away.",-1,427
"And we had sanctioned them.",-1,428
"I voted for every sanction against Iran when I was in the Senate, but it wasn't enough.",-1,428
"So I spent a year-and-a-half putting together a coalition that included Russia and China to impose the toughest sanctions on Iran.",-1,428
"And we did drive them to the negotiating table.",-1,429
"And my successor, John Kerry, and President Obama got a deal that put a lid on Iran's nuclear program without firing a single shot.",-1,429
"That's diplomacy.",-1,429
"That's coalition-building.",-1,429
"That's working with other nations.",-1,429
"The other day, I saw Donald saying that there were some Iranian sailors on a ship in the waters off of Iran, and they were taunting American sailors who were on a nearby ship.",-1,430
"He said, you know, if they taunted our sailors, I'd blow them out of the water and start another war.",-1,430
"That's not good judgment.",-1,430
"That would not start a war.",-1,431
"That is not the right temperament to be commander-in- chief, to be taunted.",-1,432
"And the worst part...",-1,432
"No, they were taunting us.",-1,433
"... of what we heard Donald say has been about nuclear weapons.",-1,434
"He has said repeatedly that he didn't care if other nations got nuclear weapons, Japan, South Korea, even Saudi Arabia.",-1,434
"It has been the policy of the United States, Democrats and Republicans, to do everything we could to reduce the proliferation of nuclear weapons.",-1,434
"He even said, well, you know, if there were nuclear war in East Asia, well, you know, that's fine...",-1,434
"Wrong.",-1,435
"... have a good time, folks.",-1,436
"It's lies.",-1,437
"And, in fact, his cavalier attitude about nuclear weapons is so deeply troubling.",-1,438
"That is the number-one threat we face in the world.",-1,438
"And it becomes particularly threatening if terrorists ever get their hands on any nuclear material.",-1,438
"So a man who can be provoked by a tweet should not have his fingers anywhere near the nuclear codes, as far as I think anyone with any sense about this should be concerned.",-1,438
"That line's getting a little bit old, I must say.",-1,439
"I would like to...",-1,439
"It's a good one, though.",-1,440
"It well describes the problem.",-1,440
"It's not an accurate one at all.",-1,441
"It's not an accurate one.",-1,441
"So I just want to give a lot of things — and just to respond.",-1,441
"I agree with her on one thing.",-1,441
"The single greatest problem the world has is nuclear armament, nuclear weapons, not global warming, like you think and your — your president thinks.",-1,441
"Nuclear is the single greatest threat.",-1,442
"Just to go down the list, we defend Japan, we defend Germany, we defend South Korea, we defend Saudi Arabia, we defend countries.",-1,442
"They do not pay us.",-1,442
"But they should be paying us, because we are providing tremendous service and we're losing a fortune.",-1,442
"That's why we're losing — we're losing — we lose on everything.",-1,442
"I say, who makes these — we lose on everything.",-1,442
"All I said, that it's very possible that if they don't pay a fair share, because this isn't 40 years ago where we could do what we're doing.",-1,442
"We can't defend Japan, a behemoth, selling us cars by the million...",-1,442
"We need to move on.",-1,443
"Well, wait, but it's very important.",-1,444
"All I said was, they may have to defend themselves or they have to help us out.",-1,444
"We're a country that owes $20 trillion.",-1,444
"They have to help us out.",-1,444
"Our last...",-1,445
"As far as the nuclear is concerned, I agree.",-1,446
"It is the single greatest threat that this country has.",-1,446
"Which leads to my next question, as we enter our last segment here (inaudible) the subject of securing America.",-1,447
"On nuclear weapons, President Obama reportedly considered changing the nation's longstanding policy on first use.",-1,447
"Do you support the current policy?",-1,447
"Mr. Trump, you have two minutes on that.",-1,447
"Well, I have to say that, you know, for what Secretary Clinton was saying about nuclear with Russia, she's very cavalier in the way she talks about various countries.",-1,448
"But Russia has been expanding their — they have a much newer capability than we do.",-1,448
"We have not been updating from the new standpoint.",-1,448
"I looked the other night.",-1,449
"I was seeing B-52s, they're old enough that your father, your grandfather could be flying them.",-1,449
"We are not — we are not keeping up with other countries.",-1,449
"I would like everybody to end it, just get rid of it.",-1,449
"But I would certainly not do first strike.",-1,449
"I think that once the nuclear alternative happens, it's over.",-1,450
"At the same time, we have to be prepared.",-1,450
"I can't take anything off the table.",-1,450
"Because you look at some of these countries, you look at North Korea, we're doing nothing there.",-1,450
"China should solve that problem for us.",-1,450
"China should go into North Korea.",-1,450
"China is totally powerful as it relates to North Korea.",-1,450
"And by the way, another one powerful is the worst deal I think I've ever seen negotiated that you started is the Iran deal.",-1,451
"Iran is one of their biggest trading partners.",-1,451
"Iran has power over North Korea.",-1,451
"And when they made that horrible deal with Iran, they should have included the fact that they do something with respect to North Korea.",-1,452
"And they should have done something with respect to Yemen and all these other places.",-1,452
"And when asked to Secretary Kerry, why didn't you do that?",-1,453
"Why didn't you add other things into the deal?",-1,453
"One of the great giveaways of all time, of all time, including $400 million in cash.",-1,453
"Nobody's ever seen that before.",-1,453
"That turned out to be wrong.",-1,453
"It was actually $1.7 billion in cash, obviously, I guess for the hostages.",-1,453
"It certainly looks that way.",-1,453
"So you say to yourself, why didn't they make the right deal?",-1,454
"This is one of the worst deals ever made by any country in history.",-1,454
"The deal with Iran will lead to nuclear problems.",-1,454
"All they have to do is sit back 10 years, and they don't have to do much.",-1,454
"Your two minutes is expired.",-1,455
"And they're going to end up getting nuclear.",-1,456
"I met with Bibi Netanyahu the other day.",-1,456
"Believe me, he's not a happy camper.",-1,456
"All right.",-1,457
"Mrs. Clinton, Secretary Clinton, you have two minutes.",-1,457
"Well, let me — let me start by saying, words matter.",-1,458
"Words matter when you run for president.",-1,458
"And they really matter when you are president.",-1,458
"And I want to reassure our allies in Japan and South Korea and elsewhere that we have mutual defense treaties and we will honor them.",-1,458
"It is essential that America's word be good.",-1,459
"And so I know that this campaign has caused some questioning and worries on the part of many leaders across the globe.",-1,459
"I've talked with a number of them.",-1,459
"But I want to — on behalf of myself, and I think on behalf of a majority of the American people, say that, you know, our word is good.",-1,459
"It's also important that we look at the entire global situation.",-1,460
"There's no doubt that we have other problems with Iran.",-1,460
"But personally, I'd rather deal with the other problems having put that lid on their nuclear program than still to be facing that.",-1,460
"And Donald never tells you what he would do.",-1,461
"Would he have started a war?",-1,461
"Would he have bombed Iran?",-1,461
"If he's going to criticize a deal that has been very successful in giving us access to Iranian facilities that we never had before, then he should tell us what his alternative would be.",-1,461
"But it's like his plan to defeat ISIS.",-1,461
"He says it's a secret plan, but the only secret is that he has no plan.",-1,461
"So we need to be more precise in how we talk about these issues.",-1,462
"People around the word follow our presidential campaigns so closely, trying to get hints about what we will do.",-1,462
"Can they rely on us?",-1,462
"Are we going to lead the world with strength and in accordance with our values?",-1,462
"That's what I intend to do.",-1,462
"I intend to be a leader of our country that people can count on, both here at home and around the world, to make decisions that will further peace and prosperity, but also stand up to bullies, whether they're abroad or at home.",-1,462
"We cannot let those who would try to destabilize the world to interfere with American interests and security...",-1,463
"Your two minutes is...",-1,464
"... to be given any opportunities at all.",-1,465
"... is expired.",-1,466
"Lester, one thing I'd like to say.",-1,467
"Very quickly.",-1,468
"Twenty seconds.",-1,468
"I will go very quickly.",-1,469
"But I will tell you that Hillary will tell you to go to her website and read all about how to defeat ISIS, which she could have defeated by never having it, you know, get going in the first place.",-1,469
"Right now, it's getting tougher and tougher to defeat them, because they're in more and more places, more and more states, more and more nations.",-1,469
"Mr. Trump...",-1,470
"And it's a big problem.",-1,471
"And as far as Japan is concerned, I want to help all of our allies, but we are losing billions and billions of dollars.",-1,471
"We cannot be the policemen of the world.",-1,471
"We cannot protect countries all over the world...",-1,471
"We have just...",-1,472
"... where they're not paying us what we need.",-1,473
"We have just a few final questions...",-1,474
"And she doesn't say that, because she's got no business ability.",-1,475
"We need heart.",-1,475
"We need a lot of things.",-1,475
"But you have to have some basic ability.",-1,475
"And sadly, she doesn't have that.",-1,475
"All of the things that she's talking about could have been taken care of during the last 10 years, let's say, while she had great power.",-1,475
"But they weren't taken care of.",-1,475
"And if she ever wins this race, they won't be taken care of.",-1,475
"Mr. Trump, this year Secretary Clinton became the first woman nominated for president by a major party.",-1,476
"Earlier this month, you said she doesn't have, quote, ""a presidential look.""",-1,476
"She's standing here right now.",-1,476
"What did you mean by that?",-1,476
"She doesn't have the look.",-1,477
"She doesn't have the stamina.",-1,477
"I said she doesn't have the stamina.",-1,477
"And I don't believe she does have the stamina.",-1,477
"To be president of this country, you need tremendous stamina.",-1,477
"The quote was, ""I just don't think she has the presidential look.""",-1,478
"You have — wait a minute.",-1,479
"Wait a minute, Lester.",-1,479
"You asked me a question.",-1,479
"Did you ask me a question?",-1,479
"You have to be able to negotiate our trade deals.",-1,480
"You have to be able to negotiate, that's right, with Japan, with Saudi Arabia.",-1,480
"I mean, can you imagine, we're defending Saudi Arabia?",-1,480
"And with all of the money they have, we're defending them, and they're not paying?",-1,480
"All you have to do is speak to them.",-1,480
"Wait.",-1,480
"You have so many different things you have to be able to do, and I don't believe that Hillary has the stamina.",-1,480
"Let's let her respond.",-1,481
"Well, as soon as he travels to 112 countries and negotiates a peace deal, a cease-fire, a release of dissidents, an opening of new opportunities in nations around the world, or even spends 11 hours testifying in front of a congressional committee, he can talk to me about stamina.",-1,482
"The world — let me tell you.",-1,483
"Let me tell you.",-1,483
"Hillary has experience, but it's bad experience.",-1,483
"We have made so many bad deals during the last — so she's got experience, that I agree.",-1,483
"But it's bad, bad experience.",-1,484
"Whether it's the Iran deal that you're so in love with, where we gave them $150 billion back, whether it's the Iran deal, whether it's anything you can — name — you almost can't name a good deal.",-1,484
"I agree.",-1,484
"She's got experience, but it's bad experience.",-1,484
"And this country can't afford to have another four years of that kind of experience.",-1,484
"We are at — we are at the final question.",-1,485
"Well, one thing.",-1,486
"One thing, Lester.",-1,486
"Very quickly, because we're at the final question now.",-1,487
"You know, he tried to switch from looks to stamina.",-1,488
"But this is a man who has called women pigs, slobs and dogs, and someone who has said pregnancy is an inconvenience to employers, who has said...",-1,488
"I never said that.",-1,489
".... women don't deserve equal pay unless they do as good a job as men.",-1,490
"I didn't say that.",-1,491
"And one of the worst things he said was about a woman in a beauty contest.",-1,492
"He loves beauty contests, supporting them and hanging around them.",-1,492
"And he called this woman ""Miss Piggy.""",-1,492
"Then he called her ""Miss Housekeeping,"" because she was Latina.",-1,492
"Donald, she has a name.",-1,492
"Where did you find this?",-1,493
"Where did you find this?",-1,493
"Her name is Alicia Machado.",-1,494
"Where did you find this?",-1,495
"And she has become a U.S. citizen, and you can bet...",-1,496
"Oh, really?",-1,497
"... she's going to vote this November.",-1,498
"OK, good.",-1,499
"Let me just tell you...",-1,499
"Mr. Trump, could we just take 10 seconds and then we ask the final question...",-1,500
"You know, Hillary is hitting me with tremendous commercials.",-1,501
"Some of it's said in entertainment.",-1,501
"Some of it's said — somebody who's been very vicious to me, Rosie O'Donnell, I said very tough things to her, and I think everybody would agree that she deserves it and nobody feels sorry for her.",-1,501
"But you want to know the truth?",-1,502
"I was going to say something...",-1,502
"Please very quickly.",-1,503
"... extremely rough to Hillary, to her family, and I said to myself, ""I can't do it.",-1,504
"I just can't do it.",-1,504
"It's inappropriate.",-1,504
"It's not nice.""",-1,504
"But she spent hundreds of millions of dollars on negative ads on me, many of which are absolutely untrue.",-1,504
"They're untrue.",-1,504
"And they're misrepresentations.",-1,504
"And I will tell you this, Lester: It's not nice.",-1,505
"And I don't deserve that.",-1,505
"But it's certainly not a nice thing that she's done.",-1,506
"It's hundreds of millions of ads.",-1,506
"And the only gratifying thing is, I saw the polls come in today, and with all of that money...",-1,506
"We have to move on to the final question.",-1,507
"...",-1,508
"$200 million is spent, and I'm either winning or tied, and I've spent practically nothing.",-1,508
"One of you will not win this election.",-1,509
"So my final question to you tonight, are you willing to accept the outcome as the will of the voters?",-1,509
"Secretary Clinton?",-1,509
"Well, I support our democracy.",-1,510
"And sometimes you win, sometimes you lose.",-1,510
"But I certainly will support the outcome of this election.",-1,510
"And I know Donald's trying very hard to plant doubts about it, but I hope the people out there understand: This election's really up to you.",-1,511
"It's not about us so much as it is about you and your families and the kind of country and future you want.",-1,511
"So I sure hope you will get out and vote as though your future depended on it, because I think it does.",-1,511
"Mr. Trump, very quickly, same question.",-1,512
"Will you accept the outcome as the will of the voters?",-1,513
"I want to make America great again.",-1,513
"We are a nation that is seriously troubled.",-1,513
"We're losing our jobs.",-1,513
"People are pouring into our country.",-1,513
"The other day, we were deporting 800 people.",-1,514
"And perhaps they passed the wrong button, they pressed the wrong button, or perhaps worse than that, it was corruption, but these people that we were going to deport for good reason ended up becoming citizens.",-1,514
"Ended up becoming citizens.",-1,514
"And it was 800.",-1,514
"And now it turns out it might be 1,800, and they don't even know.",-1,514
"Will you accept the outcome of the election?",-1,515
"Look, here's the story.",-1,516
"I want to make America great again.",-1,516
"I'm going to be able to do it.",-1,516
"I don't believe Hillary will.",-1,516
"The answer is, if she wins, I will absolutely support her.",-1,516
"All right.",-1,517
"Well, that is going to do it for us.",-1,517
"That concludes our debate for this evening, a spirit one.",-1,517
"We covered a lot of ground, not everything as I suspected we would.",-1,517
"The next presidential debates are scheduled for October 9th at Washington University in St. Louis and October 19th at the University of Nevada Las Vegas.",-1,518
"The conversation will continue.",-1,518
"A reminder.",-1,519
"The vice presidential debate is scheduled for October 4th at Longwood University in Farmville, Virginia.",-1,519
"My thanks to Hillary Clinton and to Donald Trump and to Hofstra University for hosting us tonight.",-1,519
"Good night, everyone.",-1,519
