"text_id","question_id","speaker","text","text_type"
403,13,"Holt","In 2002...","q"
404,13,"Trump","That is a mainstream media nonsense put out by her, because she — frankly, I think the best person in her campaign is mainstream media.","n"
405,13,"Holt","My question is, since you supported it...","q"
406,13,"Trump","Just — would you like to hear...","n"
407,13,"Holt","... why is your — why is your judgment...","q"
408,13,"Trump","Wait a minute. I was against the war in Iraq. Just so you put it out.","n"
409,13,"Holt","The record shows otherwise, but why — why was...","q"
410,13,"Trump","The record does not show that.","n"
411,13,"Holt","Why was — is your judgment any...","q"
412,13,"Trump","The record shows that I'm right. When I did an interview with Howard Stern, very lightly, first time anyone's asked me that, I said, very lightly, I don't know, maybe, who knows? Essentially. I then did an interview with Neil Cavuto. We talked about the economy is more important. I then spoke to Sean Hannity, which everybody refuses to call Sean Hannity. I had numerous conversations with Sean Hannity at Fox. And Sean Hannity said — and he called me the other day — and I spoke to him about it — he said you were totally against the war, because he was for the war.","n"
413,13,"Holt","Why is your judgment better than...","q"
414,13,"Trump","And when he — excuse me. And that was before the war started. Sean Hannity said very strongly to me and other people — he's willing to say it, but nobody wants to call him. I was against the war. He said, you used to have fights with me, because Sean was in favor of the war.","n"
415,13,"Trump","And I understand that side, also, not very much, because we should have never been there. But nobody called Sean Hannity. And then they did an article in a major magazine, shortly after the war started. I think in '04. But they did an article which had me totally against the war in Iraq.","n"
416,13,"Trump","And one of your compatriots said, you know, whether it was before or right after, Trump was definitely — because if you read this article, there's no doubt. But if somebody — and I'll ask the press — if somebody would call up Sean Hannity, this was before the war started. He and I used to have arguments about the war. I said, it's a terrible and a stupid thing. It's going to destabilize the Middle East. And that's exactly what it's done. It's been a disaster.","n"
417,13,"Holt","My reference was to what you had said in 2002, and my question was...","q"
418,13,"Trump","No, no. You didn't hear what I said.","n"
419,14,"Holt","Why is your judgment — why is your judgment any different than Mrs. Clinton's judgment?","qq"
420,14,"Trump","Well, I have much better judgment than she does. There's no question about that. I also have a much better temperament than she has, you know?","y"
421,14,"Trump","I have a much better — she spent — let me tell you — she spent hundreds of millions of dollars on an advertising — you know, they get Madison Avenue into a room, they put names — oh, temperament, let's go after — I think my strongest asset, maybe by far, is my temperament. I have a winning temperament. I know how to win. She does not have a...","n"
422,14,"Holt","Secretary Clinton?","q"
423,14,"Trump","Wait. The AFL-CIO the other day, behind the blue screen, I don't know who you were talking to, Secretary Clinton, but you were totally out of control. I said, there's a person with a temperament that's got a problem.","n"
424,14,"Holt","Secretary Clinton?","q"
425,14,"Clinton","Whew, OK.","n"
426,14,"Clinton","Let's talk about two important issues that were briefly mentioned by Donald, first, NATO. You know, NATO as a military alliance has something called Article 5, and basically it says this: An attack on one is an attack on all. And you know the only time it's ever been invoked? After 9/11, when the 28 nations of NATO said that they would go to Afghanistan with us to fight terrorism, something that they still are doing by our side.","n"
427,14,"Clinton","With respect to Iran, when I became secretary of state, Iran was weeks away from having enough nuclear material to form a bomb. They had mastered the nuclear fuel cycle under the Bush administration. They had built covert facilities. They had stocked them with centrifuges that were whirling away.","n"
428,14,"Clinton","And we had sanctioned them. I voted for every sanction against Iran when I was in the Senate, but it wasn't enough. So I spent a year-and-a-half putting together a coalition that included Russia and China to impose the toughest sanctions on Iran.","n"
429,14,"Clinton","And we did drive them to the negotiating table. And my successor, John Kerry, and President Obama got a deal that put a lid on Iran's nuclear program without firing a single shot. That's diplomacy. That's coalition-building. That's working with other nations.","n"
430,14,"Clinton","The other day, I saw Donald saying that there were some Iranian sailors on a ship in the waters off of Iran, and they were taunting American sailors who were on a nearby ship. He said, you know, if they taunted our sailors, I'd blow them out of the water and start another war. That's not good judgment.","y"
431,14,"Trump","That would not start a war.","y"
432,14,"Clinton","That is not the right temperament to be commander-in- chief, to be taunted. And the worst part...","y"
433,14,"Trump","No, they were taunting us.","y"
434,14,"Clinton","... of what we heard Donald say has been about nuclear weapons. He has said repeatedly that he didn't care if other nations got nuclear weapons, Japan, South Korea, even Saudi Arabia. It has been the policy of the United States, Democrats and Republicans, to do everything we could to reduce the proliferation of nuclear weapons. He even said, well, you know, if there were nuclear war in East Asia, well, you know, that's fine...","y"
435,14,"Trump","Wrong.","y"
436,14,"Clinton","... have a good time, folks.","n"
437,14,"Trump","It's lies.","n"
438,14,"Clinton","And, in fact, his cavalier attitude about nuclear weapons is so deeply troubling. That is the number-one threat we face in the world. And it becomes particularly threatening if terrorists ever get their hands on any nuclear material. So a man who can be provoked by a tweet should not have his fingers anywhere near the nuclear codes, as far as I think anyone with any sense about this should be concerned.","y"
439,14,"Trump","That line's getting a little bit old, I must say. I would like to...","n"
440,14,"Clinton","It's a good one, though. It well describes the problem.","n"
441,14,"Trump","It's not an accurate one at all. It's not an accurate one. So I just want to give a lot of things — and just to respond. I agree with her on one thing. The single greatest problem the world has is nuclear armament, nuclear weapons, not global warming, like you think and your — your president thinks.","n"
442,14,"Trump","Nuclear is the single greatest threat. Just to go down the list, we defend Japan, we defend Germany, we defend South Korea, we defend Saudi Arabia, we defend countries. They do not pay us. But they should be paying us, because we are providing tremendous service and we're losing a fortune. That's why we're losing — we're losing — we lose on everything. I say, who makes these — we lose on everything. All I said, that it's very possible that if they don't pay a fair share, because this isn't 40 years ago where we could do what we're doing. We can't defend Japan, a behemoth, selling us cars by the million...","n"
443,14,"Holt","We need to move on.","q"
444,14,"Trump","Well, wait, but it's very important. All I said was, they may have to defend themselves or they have to help us out. We're a country that owes $20 trillion. They have to help us out.","n"
445,14,"Holt","Our last...","q"
446,14,"Trump","As far as the nuclear is concerned, I agree. It is the single greatest threat that this country has.","n"
447,15,"Holt","Which leads to my next question, as we enter our last segment here (inaudible) the subject of securing America. On nuclear weapons, President Obama reportedly considered changing the nation's longstanding policy on first use. Do you support the current policy? Mr. Trump, you have two minutes on that.","qq"
448,15,"Trump","Well, I have to say that, you know, for what Secretary Clinton was saying about nuclear with Russia, she's very cavalier in the way she talks about various countries. But Russia has been expanding their — they have a much newer capability than we do. We have not been updating from the new standpoint.","y"
449,15,"Trump","I looked the other night. I was seeing B-52s, they're old enough that your father, your grandfather could be flying them. We are not — we are not keeping up with other countries. I would like everybody to end it, just get rid of it. But I would certainly not do first strike.","n"
450,15,"Trump","I think that once the nuclear alternative happens, it's over. At the same time, we have to be prepared. I can't take anything off the table. Because you look at some of these countries, you look at North Korea, we're doing nothing there. China should solve that problem for us. China should go into North Korea. China is totally powerful as it relates to North Korea.","y"
451,15,"Trump","And by the way, another one powerful is the worst deal I think I've ever seen negotiated that you started is the Iran deal. Iran is one of their biggest trading partners. Iran has power over North Korea.","n"
452,15,"Trump","And when they made that horrible deal with Iran, they should have included the fact that they do something with respect to North Korea. And they should have done something with respect to Yemen and all these other places.","n"
453,15,"Trump","And when asked to Secretary Kerry, why didn't you do that? Why didn't you add other things into the deal? One of the great giveaways of all time, of all time, including $400 million in cash. Nobody's ever seen that before. That turned out to be wrong. It was actually $1.7 billion in cash, obviously, I guess for the hostages. It certainly looks that way.","n"
454,15,"Trump","So you say to yourself, why didn't they make the right deal? This is one of the worst deals ever made by any country in history. The deal with Iran will lead to nuclear problems. All they have to do is sit back 10 years, and they don't have to do much.","n"
455,15,"Holt","Your two minutes is expired.","q"
456,15,"Trump","And they're going to end up getting nuclear. I met with Bibi Netanyahu the other day. Believe me, he's not a happy camper.","n"
457,15,"Holt","All right. Mrs. Clinton, Secretary Clinton, you have two minutes.","q"
458,15,"Clinton","Well, let me — let me start by saying, words matter. Words matter when you run for president. And they really matter when you are president. And I want to reassure our allies in Japan and South Korea and elsewhere that we have mutual defense treaties and we will honor them.","n"
459,15,"Clinton","It is essential that America's word be good. And so I know that this campaign has caused some questioning and worries on the part of many leaders across the globe. I've talked with a number of them. But I want to — on behalf of myself, and I think on behalf of a majority of the American people, say that, you know, our word is good.","n"
460,15,"Clinton","It's also important that we look at the entire global situation. There's no doubt that we have other problems with Iran. But personally, I'd rather deal with the other problems having put that lid on their nuclear program than still to be facing that.","n"
461,15,"Clinton","And Donald never tells you what he would do. Would he have started a war? Would he have bombed Iran? If he's going to criticize a deal that has been very successful in giving us access to Iranian facilities that we never had before, then he should tell us what his alternative would be. But it's like his plan to defeat ISIS. He says it's a secret plan, but the only secret is that he has no plan.","n"
462,15,"Clinton","So we need to be more precise in how we talk about these issues. People around the word follow our presidential campaigns so closely, trying to get hints about what we will do. Can they rely on us? Are we going to lead the world with strength and in accordance with our values? That's what I intend to do. I intend to be a leader of our country that people can count on, both here at home and around the world, to make decisions that will further peace and prosperity, but also stand up to bullies, whether they're abroad or at home.","n"
463,15,"Clinton","We cannot let those who would try to destabilize the world to interfere with American interests and security...","n"
464,15,"Holt","Your two minutes is...","q"
465,15,"Clinton","... to be given any opportunities at all.","n"
466,15,"Holt","... is expired.","q"
467,15,"Trump","Lester, one thing I'd like to say.","n"
468,15,"Holt","Very quickly. Twenty seconds.","q"
469,15,"Trump","I will go very quickly. But I will tell you that Hillary will tell you to go to her website and read all about how to defeat ISIS, which she could have defeated by never having it, you know, get going in the first place. Right now, it's getting tougher and tougher to defeat them, because they're in more and more places, more and more states, more and more nations.","n"
470,15,"Holt","Mr. Trump...","q"
471,15,"Trump","And it's a big problem. And as far as Japan is concerned, I want to help all of our allies, but we are losing billions and billions of dollars. We cannot be the policemen of the world. We cannot protect countries all over the world...","n"
472,15,"Holt","We have just...","q"
473,15,"Trump","... where they're not paying us what we need.","n"
474,15,"Holt","We have just a few final questions...","q"
475,15,"Trump","And she doesn't say that, because she's got no business ability. We need heart. We need a lot of things. But you have to have some basic ability. And sadly, she doesn't have that. All of the things that she's talking about could have been taken care of during the last 10 years, let's say, while she had great power. But they weren't taken care of. And if she ever wins this race, they won't be taken care of.","n"
476,16,"Holt","Mr. Trump, this year Secretary Clinton became the first woman nominated for president by a major party. Earlier this month, you said she doesn't have, quote, ""a presidential look."" She's standing here right now. What did you mean by that?","qq"
477,16,"Trump","She doesn't have the look. She doesn't have the stamina. I said she doesn't have the stamina. And I don't believe she does have the stamina. To be president of this country, you need tremendous stamina.","y"
478,16,"Holt","The quote was, ""I just don't think she has the presidential look.""","q"
479,16,"Trump","You have — wait a minute. Wait a minute, Lester. You asked me a question. Did you ask me a question?","n"
480,16,"Trump","You have to be able to negotiate our trade deals. You have to be able to negotiate, that's right, with Japan, with Saudi Arabia. I mean, can you imagine, we're defending Saudi Arabia? And with all of the money they have, we're defending them, and they're not paying? All you have to do is speak to them. Wait. You have so many different things you have to be able to do, and I don't believe that Hillary has the stamina.","n"
481,16,"Holt","Let's let her respond.","q"
482,16,"Clinton","Well, as soon as he travels to 112 countries and negotiates a peace deal, a cease-fire, a release of dissidents, an opening of new opportunities in nations around the world, or even spends 11 hours testifying in front of a congressional committee, he can talk to me about stamina.","n"
483,16,"Trump","The world — let me tell you. Let me tell you. Hillary has experience, but it's bad experience. We have made so many bad deals during the last — so she's got experience, that I agree.","n"
484,16,"Trump","But it's bad, bad experience. Whether it's the Iran deal that you're so in love with, where we gave them $150 billion back, whether it's the Iran deal, whether it's anything you can — name — you almost can't name a good deal. I agree. She's got experience, but it's bad experience. And this country can't afford to have another four years of that kind of experience.","n"
485,16,"Holt","We are at — we are at the final question.","q"
486,16,"Clinton","Well, one thing. One thing, Lester.","n"
487,16,"Holt","Very quickly, because we're at the final question now.","q"
488,16,"Clinton","You know, he tried to switch from looks to stamina. But this is a man who has called women pigs, slobs and dogs, and someone who has said pregnancy is an inconvenience to employers, who has said...","n"
489,16,"Trump","I never said that.","n"
490,16,"Clinton",".... women don't deserve equal pay unless they do as good a job as men.","n"
491,16,"Trump","I didn't say that.","n"
492,16,"Clinton","And one of the worst things he said was about a woman in a beauty contest. He loves beauty contests, supporting them and hanging around them. And he called this woman ""Miss Piggy."" Then he called her ""Miss Housekeeping,"" because she was Latina. Donald, she has a name.","n"
493,16,"Trump","Where did you find this? Where did you find this?","n"
494,16,"Clinton","Her name is Alicia Machado.","n"
495,16,"Trump","Where did you find this?","n"
496,16,"Clinton","And she has become a U.S. citizen, and you can bet...","n"
497,16,"Trump","Oh, really?","n"
498,16,"Clinton","... she's going to vote this November.","n"
499,16,"Trump","OK, good. Let me just tell you...","n"
500,16,"Holt","Mr. Trump, could we just take 10 seconds and then we ask the final question...","q"
501,16,"Trump","You know, Hillary is hitting me with tremendous commercials. Some of it's said in entertainment. Some of it's said — somebody who's been very vicious to me, Rosie O'Donnell, I said very tough things to her, and I think everybody would agree that she deserves it and nobody feels sorry for her.","n"
502,16,"Trump","But you want to know the truth? I was going to say something...","n"
503,16,"Holt","Please very quickly.","q"
504,16,"Trump","... extremely rough to Hillary, to her family, and I said to myself, ""I can't do it. I just can't do it. It's inappropriate. It's not nice."" But she spent hundreds of millions of dollars on negative ads on me, many of which are absolutely untrue. They're untrue. And they're misrepresentations.","n"
505,16,"Trump","And I will tell you this, Lester: It's not nice. And I don't deserve that.","n"
506,16,"Trump","But it's certainly not a nice thing that she's done. It's hundreds of millions of ads. And the only gratifying thing is, I saw the polls come in today, and with all of that money...","n"
507,16,"Holt","We have to move on to the final question.","q"
508,16,"Trump","... $200 million is spent, and I'm either winning or tied, and I've spent practically nothing.","n"
509,17,"Holt","One of you will not win this election. So my final question to you tonight, are you willing to accept the outcome as the will of the voters? Secretary Clinton?","qq"
510,17,"Clinton","Well, I support our democracy. And sometimes you win, sometimes you lose. But I certainly will support the outcome of this election.","y"
511,17,"Clinton","And I know Donald's trying very hard to plant doubts about it, but I hope the people out there understand: This election's really up to you. It's not about us so much as it is about you and your families and the kind of country and future you want. So I sure hope you will get out and vote as though your future depended on it, because I think it does.","y"
512,17,"Holt","Mr. Trump, very quickly, same question.","q"
513,17,"Trump","Will you accept the outcome as the will of the voters? I want to make America great again. We are a nation that is seriously troubled. We're losing our jobs. People are pouring into our country.","n"
514,17,"Trump","The other day, we were deporting 800 people. And perhaps they passed the wrong button, they pressed the wrong button, or perhaps worse than that, it was corruption, but these people that we were going to deport for good reason ended up becoming citizens. Ended up becoming citizens. And it was 800. And now it turns out it might be 1,800, and they don't even know.","y"
515,17,"Holt","Will you accept the outcome of the election?","q"
516,17,"Trump","Look, here's the story. I want to make America great again. I'm going to be able to do it. I don't believe Hillary will. The answer is, if she wins, I will absolutely support her.","y"
517,17,"Holt","All right. Well, that is going to do it for us. That concludes our debate for this evening, a spirit one. We covered a lot of ground, not everything as I suspected we would.","q"
518,17,"Holt","The next presidential debates are scheduled for October 9th at Washington University in St. Louis and October 19th at the University of Nevada Las Vegas. The conversation will continue.","q"
519,17,"Holt","A reminder. The vice presidential debate is scheduled for October 4th at Longwood University in Farmville, Virginia. My thanks to Hillary Clinton and to Donald Trump and to Hofstra University for hosting us tonight. Good night, everyone.","q"
