"lemma","text.content","text.beginOffset","partOfSpeech.tag","dependencyEdge.headTokenIndex","dependencyEdge.label","text_id","bigram","trigram"
"rate","rate",-1,"NOUN",34,"DOBJ",253,"rate way","rate way take"
"way","way",-1,"ADV",39,"ADVMOD",253,"way take","way take gun"
"take","take",-1,"VERB",43,"ROOT",253,"take gun","take gun away"
"gun","gun",-1,"NOUN",43,"DOBJ",253,"gun away","gun away criminal"
"away","away",-1,"ADV",43,"ADVMOD",253,"away criminal","away criminal n't"
"criminal","criminals",-1,"NOUN",47,"POBJ",253,"criminal n't",NA
"n't","n't",-1,"ADV",53,"NEG",253,NA,NA
"we","We",-1,"PRON",1,"NSUBJ",254,"we gang","we gang roam"
"gang","gangs",-1,"NOUN",1,"DOBJ",254,"gang roam","gang roam street"
"roam","roaming",-1,"VERB",2,"VMOD",254,"roam street","roam street many"
"street","street",-1,"NOUN",3,"DOBJ",254,"street many","street many case"
"many","many",-1,"ADJ",10,"AMOD",254,"many case","many case illegally"
"case","cases",-1,"NOUN",8,"POBJ",254,"case illegally","case illegally illegal"
"illegally","illegally",-1,"ADV",13,"ADVMOD",254,"illegally illegal","illegally illegal immigrant"
"illegal","illegal",-1,"ADJ",18,"AMOD",254,"illegal immigrant","illegal immigrant gun"
"immigrant","immigrants",-1,"NOUN",13,"ATTR",254,"immigrant gun","immigrant gun shoot"
"gun","guns",-1,"NOUN",22,"DOBJ",254,"gun shoot","gun shoot person"
"shoot","shoot",-1,"VERB",27,"ROOT",254,"shoot person","shoot person strong"
"person","people",-1,"NOUN",27,"DOBJ",254,"person strong","person strong vigilant"
"strong","strong",-1,"ADJ",34,"ACOMP",254,"strong vigilant",NA
"vigilant","vigilant",-1,"ADJ",42,"ACOMP",254,NA,NA
"we","We",-1,"PRON",1,"NSUBJ",255,"we know","we know right"
"know","know",-1,"VERB",6,"XCOMP",255,"know right","know right now"
"right","Right",-1,"ADV",15,"ADVMOD",255,"right now","right now police"
"now","now",-1,"ADV",24,"ADVMOD",255,"now police","now police many"
"police","police",-1,"NOUN",24,"NSUBJ",255,"police many","police many case"
"many","many",-1,"ADJ",22,"AMOD",255,"many case","many case afraid"
"case","cases",-1,"NOUN",20,"POBJ",255,"case afraid","case afraid anything"
"afraid","afraid",-1,"ADJ",24,"ACOMP",255,"afraid anything","afraid anything we"
"anything","anything",-1,"NOUN",27,"DOBJ",255,"anything we","anything we protect"
"we","We",-1,"PRON",31,"NSUBJ",255,"we protect","we protect inner"
"protect","protect",-1,"VERB",31,"XCOMP",255,"protect inner","protect inner city"
"inner","inner",-1,"ADJ",36,"AMOD",255,"inner city","inner city african"
"city","cities",-1,"NOUN",33,"DOBJ",255,"city african","city african american"
"african","African",-1,"ADJ",41,"AMOD",255,"african american","african american community"
"american","American",-1,"ADJ",42,"AMOD",255,"american community","american community decimate"
"community","communities",-1,"NOUN",45,"NSUBJPASS",255,"community decimate","community decimate crime"
"decimate","decimated",-1,"VERB",31,"ADVCL",255,"decimate crime","decimate crime decimate"
"crime","crime",-1,"NOUN",46,"POBJ",255,"crime decimate",NA
"decimate","decimated",-1,"VERB",45,"DEP",255,NA,NA
"your","Your",-1,"PRON",1,"POSS",256,"your minute","your minute expire"
"minute","minutes",-1,"NOUN",1,"APPOS",256,"minute expire","minute expire i"
"expire","expired",-1,"VERB",6,"ROOT",256,"expire i","expire i want"
"i","I",-1,"PRON",11,"NSUBJ",256,"i want","i want follow"
"want","want",-1,"VERB",6,"CONJ",256,"want follow","want follow stop"
"follow","follow",-1,"VERB",11,"XCOMP",256,"follow stop","follow stop frisk"
"stop","Stop",-1,"VERB",16,"ROOT",256,"stop frisk","stop frisk rule"
"frisk","frisk",-1,"NOUN",20,"NSUBJPASS",256,"frisk rule","frisk rule unconstitutional"
"rule","ruled",-1,"VERB",16,"CONJ",256,"rule unconstitutional","rule unconstitutional new"
"unconstitutional","unconstitutional",-1,"ADJ",20,"ACOMP",256,"unconstitutional new","unconstitutional new york"
"new","New",-1,"NOUN",24,"NN",256,"new york","new york largely"
"york","York",-1,"NOUN",22,"POBJ",256,"york largely","york largely single"
"largely","largely",-1,"ADV",28,"ADVMOD",256,"largely single","largely single black"
"single","singled",-1,"VERB",20,"ADVCL",256,"single black","single black hispanic"
"black","black",-1,"ADJ",34,"AMOD",256,"black hispanic","black hispanic young"
"hispanic","Hispanic",-1,"ADJ",30,"CONJ",256,"hispanic young","hispanic young man"
"young","young",-1,"ADJ",34,"AMOD",256,"young man",NA
"man","men",-1,"NOUN",28,"DOBJ",256,NA,NA
"wrong","wrong",-1,"ADJ",3,"ACOMP",257,"wrong it","wrong it go"
"it","It",-1,"PRON",7,"NSUBJ",257,"it go","it go judge"
"go","went",-1,"VERB",7,"ROOT",257,"go judge","go judge police"
"judge","judge",-1,"NOUN",8,"POBJ",257,"judge police","judge police judge"
"police","police",-1,"NOUN",16,"POBJ",257,"police judge","police judge it"
"judge","judge",-1,"NOUN",13,"ATTR",257,"judge it","judge it take"
"it","It",-1,"PRON",23,"NSUBJPASS",257,"it take","it take away"
"take","taken",-1,"VERB",23,"ROOT",257,"take away","take away mayor"
"away","away",-1,"ADV",23,"ADVMOD",257,"away mayor","away mayor new"
"mayor","mayor",-1,"NOUN",36,"NSUBJ",257,"mayor new","mayor new mayor"
"new","new",-1,"ADJ",34,"AMOD",257,"new mayor","new mayor refuse"
"mayor","mayor",-1,"NOUN",30,"APPOS",257,"mayor refuse","mayor refuse go"
"refuse","refused",-1,"VERB",36,"ROOT",257,"refuse go","refuse go forward"
"go","go",-1,"VERB",36,"XCOMP",257,"go forward","go forward case"
"forward","forward",-1,"ADV",38,"ADVMOD",257,"forward case","forward case they"
"case","case",-1,"NOUN",40,"POBJ",257,"case they","case they win"
"they","They",-1,"PRON",47,"NSUBJ",257,"they win","they win appeal"
"win","won",-1,"VERB",47,"ROOT",257,"win appeal","win appeal look"
"appeal","appeal",-1,"NOUN",47,"DOBJ",257,"appeal look","appeal look country"
"look","look",-1,"VERB",62,"ADVCL",257,"look country","look country many"
"country","country",-1,"NOUN",57,"POBJ",257,"country many","country many place"
"many","many",-1,"ADJ",64,"AMOD",257,"many place","many place allow"
"place","places",-1,"NOUN",62,"NSUBJ",257,"place allow",NA
"allow","allowed",-1,"VERB",64,"RCMOD",257,NA,NA
"argument","argument",-1,"NOUN",2,"NSUBJ",258,"argument form","argument form racial"
"form","form",-1,"NOUN",5,"ATTR",258,"form racial","form racial profiling"
"racial","racial",-1,"ADJ",10,"AMOD",258,"racial profiling",NA
"profiling","profiling",-1,"NOUN",8,"POBJ",258,NA,NA
"argument","argument",-1,"NOUN",4,"NSUBJ",259,"argument take","argument take gun"
"take","take",-1,"VERB",7,"XCOMP",259,"take gun","take gun away"
"gun","guns",-1,"NOUN",9,"DOBJ",259,"gun away","gun away person"
"away","away",-1,"ADV",9,"ADVMOD",259,"away person","away person bad"
"person","people",-1,"NOUN",13,"POBJ",259,"person bad","person bad person"
"bad","bad",-1,"ADJ",23,"AMOD",259,"bad person","bad person n't"
"person","people",-1,"NOUN",21,"ATTR",259,"person n't",NA
"n't","n't",-1,"ADV",27,"NEG",259,NA,NA
"felon","felons",-1,"NOUN",1,"ATTR",260,"felon person","felon person bad"
"person","people",-1,"NOUN",5,"ATTR",260,"person bad","person bad person"
"bad","bad",-1,"ADJ",10,"AMOD",260,"bad person","bad person n't"
"person","people",-1,"NOUN",8,"ATTR",260,"person n't","person n't shooting"
"n't","n't",-1,"ADV",14,"NEG",260,"n't shooting","n't shooting chicago"
"shooting","shootings",-1,"NOUN",18,"DOBJ",260,"shooting chicago","shooting chicago january"
"chicago","Chicago",-1,"NOUN",21,"POBJ",260,"chicago january","chicago january 1st"
"january","January",-1,"NOUN",25,"NN",260,"january 1st","january 1st person"
"1st","1st",-1,"NOUN",23,"POBJ",260,"1st person","1st person kill"
"person","people",-1,"NOUN",29,"DOBJ",260,"person kill","person kill chicago"
"kill","killed",-1,"VERB",31,"VMOD",260,"kill chicago","kill chicago gun"
"chicago","Chicago",-1,"NOUN",33,"POBJ",260,"chicago gun","chicago gun beginning"
"gun","guns",-1,"NOUN",35,"POBJ",260,"gun beginning","gun beginning presidency"
"beginning","beginning",-1,"NOUN",38,"POBJ",260,"beginning presidency","beginning presidency barack"
"presidency","presidency",-1,"NOUN",41,"POBJ",260,"presidency barack","presidency barack obama"
"barack","Barack",-1,"NOUN",46,"NN",260,"barack obama","barack obama hometown"
"obama","Obama",-1,"NOUN",44,"POBJ",260,"obama hometown","obama hometown stop"
"hometown","hometown",-1,"NOUN",46,"APPOS",260,"hometown stop","hometown stop frisk"
"stop","stop",-1,"NOUN",59,"NN",260,"stop frisk",NA
"frisk","frisk",-1,"NOUN",54,"DOBJ",260,NA,NA
"you","You",-1,"PRON",1,"NSUBJ",261,"you need","you need police"
"need","need",-1,"VERB",1,"ROOT",261,"need police","need police you"
"police","police",-1,"NOUN",1,"DOBJ",261,"police you","police you need"
"you","You",-1,"PRON",6,"NSUBJ",261,"you need","you need good"
"need","need",-1,"VERB",6,"ROOT",261,"need good","need good community"
"good","better",-1,"ADJ",9,"AMOD",261,"good community","good community know"
"community","community",-1,"NOUN",6,"DOBJ",261,"community know","community know relation"
"know","know",-1,"VERB",6,"PARATAXIS",261,"know relation","know relation you"
"relation","relation",-1,"NOUN",6,"DOBJ",261,"relation you","relation you n't"
"you","You",-1,"PRON",19,"NSUBJ",261,"you n't","you n't good"
"n't","n't",-1,"ADV",19,"NEG",261,"n't good","n't good community"
"good","good",-1,"ADJ",22,"AMOD",261,"good community","good community relation"
"community","community",-1,"NOUN",22,"NN",261,"community relation","community relation chicago"
"relation","relations",-1,"NOUN",19,"DOBJ",261,"relation chicago","relation chicago it"
"chicago","Chicago",-1,"NOUN",23,"POBJ",261,"chicago it","chicago it terrible"
"it","It",-1,"PRON",27,"NSUBJ",261,"it terrible","it terrible i"
"terrible","terrible",-1,"ADJ",27,"ACOMP",261,"terrible i","terrible i property"
"i","I",-1,"PRON",31,"NSUBJ",261,"i property","i property it"
"property","property",-1,"NOUN",31,"DOBJ",261,"property it","property it terrible"
"it","It",-1,"PRON",36,"NSUBJ",261,"it terrible","it terrible go"
"terrible","terrible",-1,"ADJ",36,"ACOMP",261,"terrible go","terrible go chicago"
"go","going",-1,"VERB",36,"CCOMP",261,"go chicago",NA
"chicago","Chicago",-1,"NOUN",42,"POBJ",261,NA,NA
"look","look",-1,"VERB",13,"ADVCL",262,"look chicago","look chicago go"
"chicago","Chicago",-1,"NOUN",7,"NSUBJ",262,"chicago go","chicago go ferguson"
"go","go",-1,"VERB",13,"ROOT",262,"go ferguson","go ferguson go"
"ferguson","Ferguson",-1,"NOUN",14,"POBJ",262,"ferguson go","ferguson go many"
"go","go",-1,"VERB",13,"PARATAXIS",262,"go many","go many different"
"many","many",-1,"ADJ",23,"AMOD",262,"many different","many different place"
"different","different",-1,"ADJ",23,"AMOD",262,"different place","different place you"
"place","places",-1,"NOUN",19,"POBJ",262,"place you","place you need"
"you","You",-1,"PRON",26,"NSUBJ",262,"you need","you need good"
"need","need",-1,"VERB",26,"ROOT",262,"need good","need good relationship"
"good","better",-1,"ADJ",28,"AMOD",262,"good relationship","good relationship i"
"relationship","relationships",-1,"NOUN",26,"DOBJ",262,"relationship i","relationship i agree"
"i","I",-1,"PRON",31,"NSUBJ",262,"i agree","i agree secretary"
"agree","agree",-1,"VERB",31,"ROOT",262,"agree secretary","agree secretary clinton"
"secretary","Secretary",-1,"NOUN",34,"TITLE",262,"secretary clinton",NA
"clinton","Clinton",-1,"NOUN",32,"POBJ",262,NA,NA
"you","You",-1,"PRON",1,"NSUBJ",263,"you need","you need good"
"need","need",-1,"VERB",1,"ROOT",263,"need good","need good relationship"
"good","better",-1,"ADJ",3,"AMOD",263,"good relationship","good relationship community"
"relationship","relationships",-1,"NOUN",1,"DOBJ",263,"relationship community","relationship community police"
"community","communities",-1,"NOUN",4,"POBJ",263,"community police","community police case"
"police","police",-1,"NOUN",6,"CONJ",263,"police case","police case good"
"case","cases",-1,"NOUN",12,"POBJ",263,"case good",NA
"good","good",-1,"ADJ",17,"ACOMP",263,NA,NA
"look","look",-1,"VERB",2,"ROOT",264,"look dallas","look dallas relationship"
"dallas","Dallas",-1,"NOUN",3,"POBJ",264,"dallas relationship","dallas relationship really"
"relationship","relationships",-1,"NOUN",11,"NSUBJPASS",264,"relationship really","relationship really study"
"really","really",-1,"ADV",11,"ADVMOD",264,"really study","really study relationship"
"study","studied",-1,"VERB",4,"RCMOD",264,"study relationship","study relationship really"
"relationship","relationships",-1,"NOUN",15,"NSUBJ",264,"relationship really","relationship really beautiful"
"really","really",-1,"ADV",15,"ADVMOD",264,"really beautiful","really beautiful thing"
"beautiful","beautiful",-1,"ADJ",19,"AMOD",264,"beautiful thing","beautiful thing police"
"thing","thing",-1,"NOUN",15,"ATTR",264,"thing police","thing police officer"
"police","police",-1,"NOUN",25,"NN",264,"police officer","police officer kill"
"officer","officers",-1,"NOUN",27,"NSUBJPASS",264,"officer kill","officer kill night"
"kill","killed",-1,"VERB",2,"CONJ",264,"kill night","kill night violently"
"night","night",-1,"NOUN",27,"TMOD",264,"night violently","night violently so"
"violently","violently",-1,"ADV",27,"ADVMOD",264,"violently so","violently so bad"
"so","So",-1,"ADV",35,"ADVMOD",264,"so bad","so bad thing"
"bad","bad",-1,"ADJ",38,"AMOD",264,"bad thing","bad thing go"
"thing","things",-1,"NOUN",35,"NSUBJ",264,"thing go","thing go really"
"go","going",-1,"VERB",38,"VMOD",264,"go really","go really bad"
"really","really",-1,"ADV",44,"ADVMOD",264,"really bad","really bad thing"
"bad","bad",-1,"ADJ",45,"AMOD",264,"bad thing",NA
"thing","things",-1,"NOUN",45,"ROOT",264,NA,NA
"secretary","Secretary",-1,"NOUN",1,"TITLE",265,"secretary clinton",NA
"clinton","Clinton",-1,"NOUN",1,"ROOT",265,NA,NA
"need","need",-1,"VERB",2,"ROOT",266,"need lester","need lester need"
"lester","Lester",-1,"NOUN",7,"NSUBJ",266,"lester need","lester need law"
"need","need",-1,"VERB",2,"PARATAXIS",266,"need law","need law order"
"law","law",-1,"NOUN",7,"DOBJ",266,"law order","law order need"
"order","order",-1,"NOUN",8,"CONJ",266,"order need","order need law"
"need","need",-1,"VERB",14,"ROOT",266,"need law","need law order"
"law","law",-1,"NOUN",14,"DOBJ",266,"law order","law order inner"
"order","order",-1,"NOUN",15,"CONJ",266,"order inner","order inner city"
"inner","inner",-1,"ADJ",21,"AMOD",266,"inner city","inner city person"
"city","cities",-1,"NOUN",18,"POBJ",266,"city person","city person affect"
"person","people",-1,"NOUN",34,"NSUBJ",266,"person affect","person affect happen"
"affect","affected",-1,"VERB",25,"RCMOD",266,"affect happen","affect happen african"
"happen","happening",-1,"VERB",30,"PCOMP",266,"happen african","happen african american"
"african","African",-1,"ADJ",37,"AMOD",266,"african american","african american hispanic"
"american","American",-1,"ADJ",40,"AMOD",266,"american hispanic","american hispanic person"
"hispanic","Hispanic",-1,"ADJ",37,"CONJ",266,"hispanic person","hispanic person unfair"
"person","people",-1,"NOUN",34,"ATTR",266,"person unfair","person unfair politician"
"unfair","unfair",-1,"ADJ",44,"ACOMP",266,"unfair politician","unfair politician allow"
"politician","politicians",-1,"NOUN",53,"NSUBJ",266,"politician allow","politician allow happen"
"allow","allowing",-1,"VERB",44,"CCOMP",266,"allow happen",NA
"happen","happen",-1,"VERB",53,"XCOMP",266,NA,NA
"secretary","Secretary",-1,"NOUN",1,"TITLE",267,"secretary clinton",NA
"clinton","Clinton",-1,"NOUN",1,"ROOT",267,NA,NA
"i","I",-1,"PRON",4,"NSUBJ",268,"i hear","i hear i"
"hear","heard",-1,"VERB",4,"ROOT",268,"hear i","hear i hear"
"i","I",-1,"PRON",8,"NSUBJ",268,"i hear","i hear donald"
"hear","heard",-1,"VERB",4,"PARATAXIS",268,"hear donald","hear donald say"
"donald","Donald",-1,"NOUN",10,"NSUBJ",268,"donald say","donald say rally"
"say","say",-1,"VERB",8,"CCOMP",268,"say rally","say rally really"
"rally","rallies",-1,"NOUN",12,"POBJ",268,"rally really","rally really unfortunate"
"really","really",-1,"ADV",20,"ADVMOD",268,"really unfortunate","really unfortunate paint"
"unfortunate","unfortunate",-1,"ADJ",18,"ACOMP",268,"unfortunate paint","unfortunate paint dire"
"paint","paints",-1,"VERB",18,"CCOMP",268,"paint dire","paint dire negative"
"dire","dire",-1,"ADJ",28,"AMOD",268,"dire negative","dire negative picture"
"negative","negative",-1,"ADJ",28,"AMOD",268,"negative picture","negative picture black"
"picture","picture",-1,"NOUN",23,"DOBJ",268,"picture black","picture black community"
"black","black",-1,"ADJ",31,"AMOD",268,"black community","black community country"
"community","communities",-1,"NOUN",29,"POBJ",268,"community country",NA
"country","country",-1,"NOUN",32,"POBJ",268,NA,NA
"you","You",-1,"PRON",1,"NSUBJ",270,"you know","you know vibrancy"
"know","know",-1,"VERB",1,"ROOT",270,"know vibrancy","know vibrancy black"
"vibrancy","vibrancy",-1,"NOUN",1,"DOBJ",270,"vibrancy black","vibrancy black church"
"black","black",-1,"ADJ",8,"AMOD",270,"black church","black church black"
"church","church",-1,"NOUN",5,"POBJ",270,"church black","church black business"
"black","black",-1,"ADJ",12,"AMOD",270,"black business","black business employ"
"business","businesses",-1,"NOUN",8,"APPOS",270,"business employ","business employ many"
"employ","employ",-1,"VERB",12,"RCMOD",270,"employ many","employ many person"
"many","many",-1,"ADJ",17,"AMOD",270,"many person","many person opportunity"
"person","people",-1,"NOUN",14,"DOBJ",270,"person opportunity","person opportunity many"
"opportunity","opportunities",-1,"NOUN",17,"APPOS",270,"opportunity many","opportunity many family"
"many","many",-1,"ADJ",24,"AMOD",270,"many family","many family work"
"family","families",-1,"NOUN",26,"NSUBJ",270,"family work","family work provide"
"work","working",-1,"VERB",20,"RCMOD",270,"work provide","work provide kid"
"provide","provide",-1,"VERB",26,"XCOMP",270,"provide kid","provide kid lot"
"kid","kids",-1,"NOUN",29,"POBJ",270,"kid lot","kid lot proud"
"lot","lot",-1,"NOUN",34,"NSUBJ",270,"lot proud","lot proud support"
"proud","proud",-1,"ADJ",40,"ACOMP",270,"proud support","proud support lift"
"support","supporting",-1,"VERB",34,"CONJ",270,"support lift",NA
"lift","lifting",-1,"VERB",47,"CONJ",270,NA,NA
"always","always",-1,"ADV",4,"ADVMOD",271,"always make","always make sure"
"make","make",-1,"VERB",4,"XCOMP",271,"make sure","make sure keep"
"sure","sure",-1,"ADJ",6,"ACOMP",271,"sure keep","sure keep person"
"keep","keep",-1,"VERB",7,"CCOMP",271,"keep person","keep person safe"
"person","people",-1,"NOUN",9,"DOBJ",271,"person safe","person safe right"
"safe","safe",-1,"ADJ",9,"ACOMP",271,"safe right","safe right way"
"right","right",-1,"ADJ",17,"AMOD",271,"right way","right way way"
"way","ways",-1,"NOUN",14,"NSUBJ",271,"way way","way way ineffective"
"way","ways",-1,"NOUN",25,"NSUBJ",271,"way ineffective","way ineffective stop"
"ineffective","ineffective",-1,"ADJ",28,"ACOMP",271,"ineffective stop","ineffective stop frisk"
"stop","Stop",-1,"NOUN",35,"NN",271,"stop frisk","stop frisk find"
"frisk","frisk",-1,"NOUN",37,"NSUBJPASS",271,"frisk find","frisk find unconstitutional"
"find","found",-1,"VERB",37,"ROOT",271,"find unconstitutional","find unconstitutional part"
"unconstitutional","unconstitutional",-1,"ADJ",39,"ACOMP",271,"unconstitutional part","unconstitutional part ineffective"
"part","part",-1,"NOUN",43,"POBJ",271,"part ineffective","part ineffective it"
"ineffective","ineffective",-1,"ADJ",48,"ACOMP",271,"ineffective it","ineffective it need"
"it","It",-1,"PRON",54,"NSUBJ",271,"it need",NA
"need","needed",-1,"VERB",54,"CCOMP",271,NA,NA
"now","Now",-1,"ADV",3,"ADVMOD",272,"now i","now i believe"
"i","I",-1,"PRON",3,"NSUBJ",272,"i believe","i believe community"
"believe","believe",-1,"VERB",3,"ROOT",272,"believe community","believe community policing"
"community","community",-1,"NOUN",6,"NN",272,"community policing","community policing fact"
"policing","policing",-1,"NOUN",4,"POBJ",272,"policing fact","policing fact violent"
"fact","fact",-1,"NOUN",10,"POBJ",272,"fact violent","fact violent crime"
"violent","violent",-1,"ADJ",14,"AMOD",272,"violent crime","violent crime half"
"crime","crime",-1,"NOUN",15,"NSUBJ",272,"crime half","crime half property"
"half","half",-1,"NOUN",15,"NSUBJ",272,"half property","half property crime"
"property","Property",-1,"NOUN",27,"NN",272,"property crime","property crime percent"
"crime","crime",-1,"NOUN",28,"NSUBJ",272,"crime percent","crime percent we"
"percent","percent",-1,"NOUN",29,"POBJ",272,"percent we","percent we just"
"we","We",-1,"PRON",37,"NSUBJ",272,"we just","we just n't"
"just","just",-1,"ADV",37,"ADVMOD",272,"just n't","just n't want"
"n't","n't",-1,"ADV",37,"NEG",272,"n't want","n't want see"
"want","want",-1,"VERB",37,"ROOT",272,"want see","want see creep"
"see","see",-1,"VERB",37,"XCOMP",272,"see creep","see creep back"
"creep","creep",-1,"VERB",39,"CCOMP",272,"creep back","creep back we"
"back","back",-1,"ADV",41,"ADVMOD",272,"back we","back we year"
"we","We",-1,"PRON",47,"NSUBJ",272,"we year","we year good"
"year","years",-1,"NOUN",47,"DOBJ",272,"year good","year good cooperation"
"good","good",-1,"ADJ",53,"AMOD",272,"good cooperation",NA
"cooperation","cooperation",-1,"NOUN",50,"POBJ",272,NA,NA
"problem","problems",-1,"NOUN",2,"NSUBJ",273,"problem unintended","problem unintended consequence"
"unintended","unintended",-1,"ADJ",8,"AMOD",273,"unintended consequence","unintended consequence too"
"consequence","consequences",-1,"NOUN",4,"APPOS",273,"consequence too","consequence too many"
"too","Too",-1,"ADV",11,"ADVMOD",273,"too many","too many young"
"many","many",-1,"ADJ",18,"AMOD",273,"many young","many young african"
"young","young",-1,"ADJ",18,"AMOD",273,"young african","young african american"
"african","African",-1,"ADJ",15,"AMOD",273,"african american","african american latino"
"american","American",-1,"ADJ",18,"AMOD",273,"american latino","american latino man"
"latino","Latino",-1,"ADJ",15,"CONJ",273,"latino man","latino man end"
"man","men",-1,"NOUN",19,"NSUBJ",273,"man end","man end jail"
"end","ended",-1,"VERB",19,"ROOT",273,"end jail","end jail nonviolent"
"jail","jail",-1,"NOUN",21,"POBJ",273,"jail nonviolent","jail nonviolent offense"
"nonviolent","nonviolent",-1,"ADJ",25,"AMOD",273,"nonviolent offense","nonviolent offense just"
"offense","offenses",-1,"NOUN",23,"POBJ",273,"offense just","offense just fact"
"just","just",-1,"ADV",32,"ADVMOD",273,"just fact","just fact young"
"fact","fact",-1,"NOUN",29,"ATTR",273,"fact young","fact young african"
"young","young",-1,"ADJ",42,"AMOD",273,"young african","young african american"
"african","African",-1,"ADJ",41,"AMOD",273,"african american","african american man"
"american","American",-1,"ADJ",42,"AMOD",273,"american man","american man thing"
"man","man",-1,"NOUN",36,"ATTR",273,"man thing","man thing young"
"thing","thing",-1,"NOUN",45,"DOBJ",273,"thing young","thing young white"
"young","young",-1,"ADJ",53,"AMOD",273,"young white","young white man"
"white","white",-1,"ADJ",53,"AMOD",273,"white man","white man likely"
"man","man",-1,"NOUN",49,"POBJ",273,"man likely","man likely arrest"
"likely","likely",-1,"ADJ",56,"ACOMP",273,"likely arrest","likely arrest charge"
"arrest","arrested",-1,"VERB",58,"XCOMP",273,"arrest charge","arrest charge convict"
"charge","charged",-1,"VERB",61,"CONJ",273,"charge convict","charge convict incarcerate"
"convict","convicted",-1,"VERB",61,"CONJ",273,"convict incarcerate","convict incarcerate get"
"incarcerate","incarcerated",-1,"VERB",61,"CONJ",273,"incarcerate get","incarcerate get address"
"get","got",-1,"VERB",73,"ROOT",273,"get address","get address systemic"
"address","address",-1,"VERB",73,"XCOMP",273,"address systemic","address systemic racism"
"systemic","systemic",-1,"ADJ",78,"AMOD",273,"systemic racism","systemic racism criminal"
"racism","racism",-1,"NOUN",75,"DOBJ",273,"racism criminal","racism criminal justice"
"criminal","criminal",-1,"ADJ",82,"AMOD",273,"criminal justice","criminal justice system"
"justice","justice",-1,"NOUN",83,"NN",273,"justice system","justice system we"
"system","system",-1,"NOUN",79,"POBJ",273,"system we","system we can"
"we","We",-1,"PRON",89,"NSUBJ",273,"we can","we can just"
"can","can",-1,"VERB",89,"AUX",273,"can just","can just say"
"just","just",-1,"ADV",89,"ADVMOD",273,"just say","just say law"
"say","say",-1,"VERB",89,"ROOT",273,"say law","say law order"
"law","law",-1,"NOUN",89,"DOBJ",273,"law order","law order we"
"order","order",-1,"NOUN",90,"CONJ",273,"order we","order we say"
"we","We",-1,"PRON",95,"NSUBJ",273,"we say","we say come"
"say","say",-1,"VERB",95,"XCOMP",273,"say come","say come forward"
"come","come",-1,"VERB",100,"XCOMP",273,"come forward","come forward plan"
"forward","forward",-1,"ADV",102,"ADVMOD",273,"forward plan","forward plan go"
"plan","plan",-1,"NOUN",104,"POBJ",273,"plan go","plan go divert"
"go","going",-1,"VERB",106,"RCMOD",273,"go divert","go divert person"
"divert","divert",-1,"VERB",109,"XCOMP",273,"divert person","divert person criminal"
"person","people",-1,"NOUN",111,"DOBJ",273,"person criminal","person criminal justice"
"criminal","criminal",-1,"ADJ",116,"AMOD",273,"criminal justice","criminal justice system"
"justice","justice",-1,"NOUN",117,"NN",273,"justice system","justice system deal"
"system","system",-1,"NOUN",113,"POBJ",273,"system deal","system deal mandatory"
"deal","deal",-1,"VERB",111,"CONJ",273,"deal mandatory","deal mandatory minimum"
"mandatory","mandatory",-1,"ADJ",123,"AMOD",273,"mandatory minimum","mandatory minimum sentence"
"minimum","minimum",-1,"ADJ",123,"AMOD",273,"minimum sentence","minimum sentence put"
"sentence","sentences",-1,"NOUN",120,"POBJ",273,"sentence put","sentence put many"
"put","put",-1,"VERB",123,"RCMOD",273,"put many","put many person"
"many","many",-1,"ADJ",130,"AMOD",273,"many person","many person away"
"person","people",-1,"NOUN",127,"DOBJ",273,"person away","person away long"
"away","away",-1,"ADV",127,"ADVMOD",273,"away long","away long little"
"long","long",-1,"ADJ",132,"POBJ",273,"long little",NA
"little","little",-1,"ADJ",136,"DOBJ",273,NA,NA
"we","We",-1,"PRON",1,"NSUBJ",274,"we need","we need second"
"need","need",-1,"VERB",1,"ROOT",274,"need second","need second chance"
"second","second",-1,"ADJ",7,"AMOD",274,"second chance","second chance program"
"chance","chance",-1,"NOUN",7,"NN",274,"chance program","chance program i"
"program","programs",-1,"NOUN",3,"DOBJ",274,"program i","program i glad"
"i","I",-1,"PRON",10,"NSUBJ",274,"i glad","i glad end"
"glad","glad",-1,"ADJ",10,"ACOMP",274,"glad end","glad end private"
"end","ending",-1,"VERB",11,"CCOMP",274,"end private","end private prison"
"private","private",-1,"ADJ",17,"AMOD",274,"private prison","private prison federal"
"prison","prisons",-1,"NOUN",15,"DOBJ",274,"prison federal","prison federal system"
"federal","federal",-1,"ADJ",21,"AMOD",274,"federal system","federal system i"
"system","system",-1,"NOUN",18,"POBJ",274,"system i","system i want"
"i","I",-1,"PRON",24,"NSUBJ",274,"i want","i want see"
"want","want",-1,"VERB",10,"PARATAXIS",274,"want see","want see end"
"see","see",-1,"VERB",24,"XCOMP",274,"see end","see end state"
"end","ended",-1,"VERB",26,"CCOMP",274,"end state","end state system"
"state","state",-1,"NOUN",32,"NN",274,"state system","state system you"
"system","system",-1,"NOUN",29,"POBJ",274,"system you","system you n't"
"you","You",-1,"PRON",37,"NSUBJ",274,"you n't","you n't profit"
"n't","n't",-1,"ADV",37,"NEG",274,"n't profit","n't profit motivation"
"profit","profit",-1,"NOUN",40,"NN",274,"profit motivation","profit motivation fill"
"motivation","motivation",-1,"NOUN",37,"DOBJ",274,"motivation fill","motivation fill prison"
